No,Status BPHTB,Subholding,Region,Eks PTPN,No Sertifikat,No Identifikasi Aset (SAP Legal),Nama Sertifikat,Jenis Hak,Nama Unit,Desa,Kecamatan,Kabupaten,Provinsi,Pulau,Komoditas,Luas (Ha),Luas (Ha) sebelum,Areal Planted (Ha),Areal Lain-lain (Ha),"Areal Lahan Kosong, Cadangan (Ha)","Areal Jalan, Jembatan (Ha)","Bangunan, Emplasment, Fasum, Fasos, dll (Ha)","Kanal/Parit, Sungai, Jurang, Areal Rawa (Ha)",Konservasi/Kawasan Hutan (Ha) ,Areal Kerjasama (Ha),Areal Okupasi (Ha),Okupasi Berat (Ha),Okupasi Sedang (Ha),Okupasi Ringan (Ha),Jumlah Bidang,Status Alas Hak,Tanggal Terbit Sertifikat Hak Atas Tanah,Tanggal Berakhir Sertifikat Hak Atas Tan,Nilai Buku (Rp),NJOP (Rp),Fair Value,NOP,Kode,Date Today,Masa Berlaku Sertifikat,Masa Berlaku Sertifikat yang Masih Berlaku,Urutan Alas Hak,Link Polygon,Status Penyelesaian BPHTB,Tahun Berakhir
940,BPHTB,PTPN I,REGIONAL 7,PTPN VII,2442/Kdn,N0070002,2442/Kdn/KEDATON,HGB,KANTOR DIREKSI PTPN VII,KEDATON,KEDATON,KOTA BANDAR LAMPUNG,LAMPUNG,SUMATERA,NON-KOMODITI,"6,88","6,88",,,,,,,,,,,,,1,HGB,22/12/1995,24/09/2024,333.655.800.000,,,,5,17/09/2026,BERAKHIR,BERAKHIR,2,https://drive.google.com/file/d/1Qn5-JM-FQTPZJ5piW5fNxHYjPiVMhWON/view?usp=drive_link,TUNTAS,2024
941,BPHTB,PTPN I,REGIONAL 7,PTPN VII,2410/Kdn,N0070003,2410/Kdn/KEDATON,HGB,KANTOR DIREKSI PTPN VII,KEDATON,KEDATON,KOTA BANDAR LAMPUNG,LAMPUNG,SUMATERA,NON-KOMODITI,"0,10","0,10",,,,,,,,,,,,,1,HGB,12/11/1995,06/11/2032,8.970.900.000,,,,5,17/09/2026,BERLAKU,>5 TAHUN,2,,TUNTAS,2032
942,BPHTB,PTPN I,REGIONAL 7,PTPN VII,1743,N0070004,1743/RAJABASA,HGB,KANTOR DIREKSI PTPN VII,RAJABASA,RAJABASA,KOTA BANDAR LAMPUNG,LAMPUNG,SUMATERA,NON-KOMODITI,"0,14","0,14",,,,,,,,,,,,,1,HGB,07/11/1991,28/03/2034,4.215.000.000,,,,5,17/09/2026,BERLAKU,>5 TAHUN,2,https://drive.google.com/file/d/1nvS3n5iQTZZeYzFOiE9kHJp4gcRGilgN/view?usp=drive_link,TUNTAS,2034
943,BPHTB,PTPN I,REGIONAL 7,PTPN VII,0538,N0070005,538/RAJABASA,HGB,KANTOR DIREKSI PTPN VII,RAJABASA,RAJABASA,KOTA BANDAR LAMPUNG,LAMPUNG,SUMATERA,NON-KOMODITI,"0,50","0,50",,,,,,,,,,,,,1,HGB,14/10/2019,14/10/2039,14.000.000.000,,,,5,17/09/2026,BERLAKU,>5 TAHUN,2,https://drive.google.com/file/d/1PHm67AjC-CzMI-Xemy8QO7L6NM36EcYN/view?usp=drive_link,TUNTAS,2039
944,BPHTB,PTPN I,REGIONAL 7,PTPN VII,124/RL,N0070006,124/RL/RAWA LAUT,HGB,KANTOR DIREKSI PTPN VII,RAWA LAUT,ENGGAL,KOTA BANDAR LAMPUNG,LAMPUNG,SUMATERA,NON-KOMODITI,"0,06","0,06",,,,,,,,,,,,,1,HGB,20/01/1993,12/11/2033,3.078.000.000,,,,5,17/09/2026,BERLAKU,>5 TAHUN,2,,TUNTAS,2033
945,BPHTB,PTPN I,HEAD OFFICE,PTPN VII,0989,N0070007,989/CIPETE UTARA,HGB,KANTOR DIREKSI PTPN VII,CIPETE UTARA,KEBAYORAN BARU,KOTA ADMINISTRASI JAKARTA SELATAN,DKI JAKARTA,JAWA,NON-KOMODITI,"0,06","0,06",,,,,,,,,,,,,1,HGB,04/09/1991,16/12/2034,25.326.000.000,,,,7,17/09/2026,BERLAKU,>5 TAHUN,2,,TUNTAS,2034
946,BPHTB,PTPN I,REGIONAL 7,PTPN VII,449/Wlk,N0070008,449/Wlk/WAY LUNIK,HGB,KANTOR DIREKSI PTPN VII,WAY LUNIK,PANJANG,KOTA BANDAR LAMPUNG,LAMPUNG,SUMATERA,NON-KOMODITI,"0,60","0,60",,,,,,,,,,,,,1,HGB,30/03/1995,24/09/2024,17.431.000.000,,,,5,17/09/2026,BERAKHIR,BERAKHIR,2,https://drive.google.com/file/d/1OOuCFebmdN4yAl8nS48TpE5lOvVXe0Rr/view?usp=drive_link,TUNTAS,2024
947,BPHTB,PTPN I,REGIONAL 7,PTPN VII,-,N0070009,-/BLAMBANGAN UMPU,Dalam Proses Sertifikasi,TULUNG BUYUT,BLAMBANGAN UMPU,BLAMBANGAN UMPU,WAY KANAN,LAMPUNG,SUMATERA,KARET DAN TEBU,"987,54","987,54",,,,,,,,,,,,,1,BELUM BERSERTIFIKAT,-,-,19.133.900.000,,,,5,17/09/2026,BELUM BERSERTIFIKAT,BELUM BERSERTIFIKAT,5,,ON PROGRESS,-
948,BPHTB,PTPN I,REGIONAL 7,PTPN VII,0037,N0070010,37/WAY GALIH,HGU,KEDATON,WAY GALIH,TANJUNG BINTANG,LAMPUNG SELATAN,LAMPUNG,SUMATERA,KARET,"2.643,99","2.643,99",,,,,,,,,,,,,1,HGU,31/12/2005,30/12/2030,128.631.000.000,,,,5,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1rjpSIB0I82QbnBjF2BAeyis681Db0NSy/view?usp=drive_link,TUNTAS,2030
949,BPHTB,PTPN I,REGIONAL 7,PTPN VII,0032,N0070011,32/SINDANG SARI,HGU,KEDATON,SINDANG SARI,TANJUNG BINTANG,LAMPUNG SELATAN,LAMPUNG,SUMATERA,KARET,"173,40","173,40",,,,,,,,,,,,,1,HGU,10/04/2021,30/12/2030,,,,,5,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1shPniyif3PJAYYl9qD3Wx5Cih3JkA_7n/view?usp=drive_link,TUNTAS,2030
950,BPHTB,PTPN I,REGIONAL 7,PTPN VII,0004,N0070012,4/KARANGANYAR,HGU,KEDATON,KARANGANYAR,JATI AGUNG,LAMPUNG SELATAN,LAMPUNG,SUMATERA,KARET,"2.308,97","2.308,97",,,,,,,,,,,,,1,HGU,21/12/2001,30/12/2030,,,,,5,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2030
951,BPHTB,PTPN I,REGIONAL 7,PTPN VII,0039,N0070013,"39/BULOK,MERAK BELANTUNG",HGU,BERGEN,"BULOK,MERAK BELANTUNG",KALIANDA,LAMPUNG SELATAN,LAMPUNG,SUMATERA,KARET,"820,47","820,47",,,,,,,,,,,,,1,HGU,20/01/2014,19/01/2049,114.340.000.000,,,,5,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1TMZU1gCrzIAWg820Ohy889jAMxMgFDAb/view?usp=drive_link,TUNTAS,2049
952,BPHTB,PTPN I,REGIONAL 7,PTPN VII,0003,N0070014,"3/PURWODADI DALAM, WONODADI, KERTOSARI, SIDOMUKTI, PURWODADI SIMPANG, SRIKATON, GUUNG BATU, SIDODADI ASRI, MARGOMULYO, TEGAL SARI",HGU,BERGEN,"PURWODADI DALAM, WONODADI, KERTOSARI, SIDOMUKTI, PURWODADI SIMPANG, SRIKATON, GUUNG BATU, SIDODADI ASRI, MARGOMULYO, TEGAL SARI","TANJUNG SARI, TANJUNG BINTANG, JATI AGUNG",LAMPUNG SELATAN,LAMPUNG,SUMATERA,KARET,"3.774,30","3.774,30",,,,,,,,,,,,,1,HGU,03/07/1991,31/12/2011,,,,,5,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/1jx_J6tpeGc0OSlRJab9qtl1pqPD6OnD9/view?usp=drive_link,TUNTAS,2011
953,BPHTB,PTPN I,REGIONAL 7,PTPN VII,0004,N0070015,4/KEBAGUSAN,HGU,WAY BERULU,KEBAGUSAN,GEDONG TATAAN,PESAWARAN,LAMPUNG,SUMATERA,KARET,"1.524,44","1.524,44",,,,,,,,,,,,,1,HGU,15/12/2005,31/12/2030,46.291.000.000,,,,5,17/09/2026,BERLAKU,>5 TAHUN,1,,ON PROGRESS,2030
954,BPHTB,PTPN I,REGIONAL 7,PTPN VII,-,N0070016,-/TAMAN SARI,Dalam Proses Sertifikasi,WAY BERULU,TAMAN SARI,GEDONG TATAAN,PESAWARAN,LAMPUNG,SUMATERA,KARET,"329,71","329,71",,,,,,,,,,,,,1,BELUM BERSERTIFIKAT,-,-,,,,,5,17/09/2026,BELUM BERSERTIFIKAT,BELUM BERSERTIFIKAT,5,,ON PROGRESS,-
955,BPHTB,PTPN I,REGIONAL 7,PTPN VII,0002,N0070017,2/KEDONDONG,HGU,WAY LIMA,KEDONDONG,WAY LIMA,PESAWARAN,LAMPUNG,SUMATERA,KARET,"2.986,31","2.986,31",,,,,,,,,,,,,1,HGU,15/12/2005,31/12/2030,96.088.000.000,,,,5,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1yb8jv5zPjRYIIQbCym5AueYyvn2QD8jq/view?usp=drive_link,ON PROGRESS,2030
956,BPHTB,PTPN I,REGIONAL 7,PTPN VII,0002,N0070018,2/TANGKIT SERDANG,HGU,WAY LIMA,TANGKIT SERDANG,PUGUNG,TANGGAMUS,LAMPUNG,SUMATERA,KARET,"902,44","902,44",,,,,,,,,,,,,1,HGU,15/12/2005,31/12/2030,,,,,5,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1TbSYJUM605zksrp9ljyDohqd37cZDzVZ/view?usp=drive_link,ON PROGRESS,2030
957,BPHTB,PTPN I,REGIONAL 7,PTPN VII,0016,N0070019,"16/REJOSARI, PURWOSARI, BANJAR NEGERI",HGU,REJOSARI,"REJOSARI, PURWOSARI, BANJAR NEGERI",NATAR,LAMPUNG SELATAN,LAMPUNG,SUMATERA,KELAPA SAWIT,"4.984,41","4.984,41",,,,,,,,,,,,,1,HGU,15/12/2005,31/12/2030,124.938.000.000,,,,5,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1ItfmQCHRPaVKxd1hfx2lIE-5IQ1o0HX1/view?usp=drive_link,TUNTAS,2030
958,BPHTB,PTPN I,REGIONAL 7,PTPN VII,0053,N0070020,53/SINAR BANTEN,HGU,BEKRI,SINAR BANTEN,BEKRI,LAMPUNG TENGAH,LAMPUNG,SUMATERA,KELAPA SAWIT,"4.272,83","4.272,83",,,,,,,,,,,,,1,HGU,09/10/2002,17/07/2037,110.607.000.000,,,,5,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2037
959,BPHTB,PTPN I,REGIONAL 7,PTPN VII,0060,N0070021,60/SINAR BANTEN,HGU,BEKRI,SINAR BANTEN,BEKRI,LAMPUNG TENGAH,LAMPUNG,SUMATERA,KELAPA SAWIT,"51,83","51,83",,,,,,,,,,,,,1,HGU,15/03/2006,15/03/2034,,,,,5,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2034
960,BPHTB,PTPN I,REGIONAL 7,PTPN VII,0001,N0070022,1/KALI PAPAN,HGU,TULUNG BUYUT,KALI PAPAN,NEGERI AGUNG,WAY KANAN,LAMPUNG,SUMATERA,KARET DAN TEBU,"3.336,76","3.336,76",,,,,,,,,,,,,1,HGU,25/03/2003,24/04/2026,136.144.000.000,,,,5,17/09/2026,BERAKHIR,BERAKHIR,1,,ON PROGRESS,2026
961,BPHTB,PTPN I,REGIONAL 7,PTPN VII,0002,N0070023,2/KALI PAPAN,HGU,TULUNG BUYUT,KALI PAPAN,NEGERI AGUNG,WAY KANAN,LAMPUNG,SUMATERA,KARET DAN TEBU,"2.243,39","2.243,39",,,,,,,,,,,,,1,HGU,05/02/2006,24/04/2026,,,,,5,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/1Rcex2Q4QAJDspTVDgk5EIu3x2LDwnH3A/view?usp=drive_link,ON PROGRESS,2026
962,BPHTB,PTPN I,REGIONAL 7,PTPN VII,0023,N0070024,23/BANDAR KASIH,HGU,TULUNG BUYUT,BANDAR KASIH,NEGERI AGUNG,WAY KANAN,LAMPUNG,SUMATERA,KARET DAN TEBU,"116,70","116,70",,,,,,,,,,,,,1,HGU,15/09/2008,09/12/2038,,,,,5,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/1-MVo7_-arwhd4O2U1RoPzxCR4QRbnOoV/view?usp=drive_link,ON PROGRESS,2038
963,BPHTB,PTPN I,REGIONAL 7,PTPN VII,0022,N0070025,22/KALI PAPAN,HGU,TULUNG BUYUT,KALI PAPAN,NEGERI AGUNG,WAY KANAN,LAMPUNG,SUMATERA,KARET DAN TEBU,"89,65","89,65",,,,,,,,,,,,,1,HGU,15.09/2018,09/12/2038,,,,,5,17/09/2026,BERLAKU,>5 TAHUN,1,https://drive.google.com/file/d/17TxmEjrRoUtdBd5AmAxkM_HWCCml9SPZ/view?usp=drive_link,ON PROGRESS,2038
964,BPHTB,PTPN I,REGIONAL 7,PTPN VII,U.40,N0070026,"U.40/NEGERIRATU, GUNUNG RAJA",HGU,PADANG RATU,"NEGERIRATU, GUNUNG RAJA",PUBIAN,LAMPUNG TENGAH,LAMPUNG,SUMATERA,KELAPA SAWIT,"54,00","54,00",,,,,,,,,,,,,1,HGU,10/12/1998,12/08/2033,68.672.000.000,,,,5,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2033
965,BPHTB,PTPN I,REGIONAL 7,PTPN VII,U.41,N0070027,U.41/NEGERIRATU,HGU,PADANG RATU,NEGERIRATU,PUBIAN,LAMPUNG TENGAH,LAMPUNG,SUMATERA,KELAPA SAWIT,"169,50","169,50",,,,,,,,,,,,,1,HGU,10/12/1998,12/08/2033,,,,,5,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2033
966,BPHTB,PTPN I,REGIONAL 7,PTPN VII,0052,N0070028,"52/NEGARA BUMI UDIK, TANJUNG HARAPAN",HGU,PADANG RATU,"NEGARA BUMI UDIK, TANJUNG HARAPAN",ANAK TUHA,LAMPUNG TENGAH,LAMPUNG,SUMATERA,KELAPA SAWIT,"312,00","312,00",,,,,,,,,,,,,1,HGU,09/10/2002,17/07/2037,,,,,5,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2037
967,BPHTB,PTPN I,REGIONAL 7,PTPN VII,0054,N0070029,"54/GUNUNG RAYA, RIAU PERIANGAN",HGU,PADANG RATU,"GUNUNG RAYA, RIAU PERIANGAN",PUBIAN,LAMPUNG TENGAH,LAMPUNG,SUMATERA,KELAPA SAWIT,"2.169,72","2.169,72",,,,,,,,,,,,,1,HGU,09/10/2022,17/07/2037,,,,,5,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2037
968,BPHTB,PTPN I,REGIONAL 7,PTPN VII,0003,N0070030,3/NATAR,HGB,PABRIK PEMATANG KIWAH,NATAR,NATAR,LAMPUNG SELATAN,LAMPUNG,SUMATERA,NON-KOMODITI,"12,31","12,31",,,,,,,,,,,,,1,HGB,02/01/1997,02/01/2027,39.376.000.000,,,,5,17/09/2026,BERLAKU,<3 TAHUN,2,https://drive.google.com/file/d/1XYqcwaPFTcxShEGrjMMzac5KWLAu4JRs/view?usp=drive_link,TUNTAS,2027
969,BPHTB,PTPN I,REGIONAL 7,PTPN VII,0010,N0070031,"10/GEDUNG BATIN, NEGERA BATIN, KOTA NAPAL",HGU,BUNGAMAYANG,"GEDUNG BATIN, NEGERA BATIN, KOTA NAPAL","BLAMBANGAN UMPU, JABUNG, SUNGKAI SELATAN, BUNGA MAYANG",LAMPUNG UTARA,LAMPUNG,SUMATERA,TEBU,"877,13","877,13",,,,,,,,,,,,,1,HGU,08/06/2021,31/12/2044,1.137.585.500.000,,,,5,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2044
