No,Status BPHTB,Subholding,Region,Eks PTPN,No Sertifikat,No Identifikasi Aset (SAP Legal),Nama Sertifikat,Jenis Hak,Nama Unit,Desa,Kecamatan,Kabupaten,Provinsi,Pulau,Komoditas,Luas (Ha),Luas (Ha) sebelum,Areal Planted (Ha),Areal Lain-lain (Ha),"Areal Lahan Kosong, Cadangan (Ha)","Areal Jalan, Jembatan (Ha)","Bangunan, Emplasment, Fasum, Fasos, dll (Ha)","Kanal/Parit, Sungai, Jurang, Areal Rawa (Ha)",Konservasi/Kawasan Hutan (Ha) ,Areal Kerjasama (Ha),Areal Okupasi (Ha),Okupasi Berat (Ha),Okupasi Sedang (Ha),Okupasi Ringan (Ha),Jumlah Bidang,Status Alas Hak,Tanggal Terbit Sertifikat Hak Atas Tanah,Tanggal Berakhir Sertifikat Hak Atas Tan,Nilai Buku (Rp),NJOP (Rp),Fair Value,NOP,Kode,Date Today,Masa Berlaku Sertifikat,Masa Berlaku Sertifikat yang Masih Berlaku,Urutan Alas Hak,Link Polygon,Status Penyelesaian BPHTB,Tahun Berakhir
1561,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,66/Wanasari,N0080484,66/Wanasari/WANASARI,HGU,CIKASO / AGRABINTA,WANASARI,AGRABINTA,CIANJUR,JAWA BARAT,JAWA,KARET,"310,40","310,40",80,248,,,,,,,,,,,1,HGU,15/11/2001,28/12/2022,,,,,8,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/1fkwhxhu3MAZG4KpOlegcsxXjL3fyYsOc/view?usp=drive_link,TUNTAS,2022
1562,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,67/Wanasari,N0080485,67/Wanasari/WANASARI,HGU,CIKASO / AGRABINTA,WANASARI,AGRABINTA,CIANJUR,JAWA BARAT,JAWA,KARET,"324,60","324,60",1,240,,,,,,93,,,,,1,HGU,15/11/2001,28/12/2022,,,,,8,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/16CUAKhzR6royDBXJyGerfbKZwLVFAFrP/view?usp=drive_link,TUNTAS,2022
1563,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,4/Cikaso IV,N0080486,4/Cikaso IV/NANGELA,HGU,CIKASO,NANGELA,TEGALBULEUD,SUKABUMI,JAWA BARAT,JAWA,KARET,"125,45","125,45",69,49,,,,,,,,,,,1,HGU,02/11/1999,01/11/2024,100.082.928.025,,,,8,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/1cp5IiFkabx_gqk7BO2_L09I7eP5CEy4R/view?usp=drive_link,TUNTAS,2024
1564,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,5/Cikaso XVI,N0080487,5/Cikaso XVI/NANGELA,HGU,CIKASO,NANGELA,TEGALBULEUD,SUKABUMI,JAWA BARAT,JAWA,KARET,"11,07","11,07",,16,,,,,,0,,,,,1,HGU,02/11/1999,01/11/2024,,,,,8,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/1XwHxMkQ-FKrZNZTi4K9D_pKZC6Bh1NFm/view?usp=drive_link,TUNTAS,2024
1565,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,6/Cikaso XV,N0080488,6/Cikaso XV/NANGELA,HGU,CIKASO,NANGELA,TEGALBULEUD,SUKABUMI,JAWA BARAT,JAWA,KARET,"44,14","44,14",17,34,,,,,,,,,,,1,HGU,02/11/1999,01/11/2024,,,,,8,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/1FY_xqCXX-lXL6zn0djSlv678hrHY81h1/view?usp=drive_link,TUNTAS,2024
1566,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,8/Cikaso I,N0080489,8/Cikaso I/SUMBERJAYA,HGU,CIKASO,SUMBERJAYA,TEGALBULEUD,SUKABUMI,JAWA BARAT,JAWA,KARET,"341,34","341,34",157,185,,,,,,0,,,,,1,HGU,02/11/1999,01/11/2024,,,,,8,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/1lzfY4rmS6DKnkURb0ZospJVKLsAuRz4_/view?usp=drive_link,TUNTAS,2024
1567,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,9/Cikaso II,N0080490,9/Cikaso II/SUMBERJAYA,HGU,CIKASO,SUMBERJAYA,TEGALBULEUD,SUKABUMI,JAWA BARAT,JAWA,KARET,"312,96","312,96",84,228,,,,,,,,,,,1,HGU,02/11/1999,01/11/2024,,,,,8,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/1_X4A8JHgCAE88eCG7r5eP_9j_gOjC7Tr/view?usp=drive_link,TUNTAS,2024
1568,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,10/Cikaso III,N0080491,10/Cikaso III/SUMBERJAYA,HGU,CIKASO,SUMBERJAYA,TEGALBULEUD,SUKABUMI,JAWA BARAT,JAWA,KARET,"347,73","347,73",143,237,,,,,,,,,,,1,HGU,02/11/1999,01/11/2024,,,,,8,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/1UTcbEdXKJHFInLx37uKeJBSpsNgcePK8/view?usp=drive_link,TUNTAS,2024
1569,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,11/Cikaso V,N0080492,11/Cikaso V/SUMBERJAYA,HGU,CIKASO,SUMBERJAYA,TEGALBULEUD,SUKABUMI,JAWA BARAT,JAWA,KARET,"309,76","309,76",76,224,,,,,,,,,,,1,HGU,02/11/1999,01/11/2024,,,,,8,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/1sXm7frsk_su88ei7lt58vpCEpXulyDRi/view?usp=drive_link,TUNTAS,2024
1570,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,12/Cikaso VI,N0080493,12/Cikaso VI/SUMBERJAYA,HGU,CIKASO,SUMBERJAYA,TEGALBULEUD,SUKABUMI,JAWA BARAT,JAWA,KARET,"362,93","362,93",100,230,,,,,,,,,,,1,HGU,02/11/1999,01/11/2024,,,,,8,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/1WYCwNqnjYaY0HmGILLuM6NVLz3WsQQsu/view?usp=drive_link,TUNTAS,2024
1571,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,13/Cikaso XV,N0080494,13/Cikaso XV/SUMBERJAYA,HGU,CIKASO,SUMBERJAYA,TEGALBULEUD,SUKABUMI,JAWA BARAT,JAWA,KARET,"8,03","8,03",0,10,,,,,,,,,,,1,HGU,02/11/1999,01/11/2024,,,,,8,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/1nQkwOEd7_FHqj9SynotkK24KzgvRLGqI/view?usp=drive_link,TUNTAS,2024
1572,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,14/Cikaso XVII,N0080495,14/Cikaso XVII/SUMBERJAYA,HGU,CIKASO,SUMBERJAYA,TEGALBULEUD,SUKABUMI,JAWA BARAT,JAWA,KARET,"150,02","150,02",62,90,,,,,,0,,,,,1,HGU,02/11/1999,01/11/2024,,,,,8,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/1990uk0SXxzXud9FgLDBOr_AMaVhGpGhV/view?usp=drive_link,TUNTAS,2024
1573,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,1 / Cahyamekar,N0080496,1 / Cahyamekar/CAHYA MEKAR,HGU,BOJONG DATAR,CAHYA MEKAR,BOJONG,PANDEGLANG,BANTEN,JAWA,KELAPA SAWIT,"82,81","82,81",,,,,,,,,,,,,1,HGU,13/12/1985,31/12/2000,107.084.297.776,,,,6,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/1Is9eR6ddPFMGHtErhEqES2GW7Il5MAoJ/view?usp=drive_link,TUNTAS,2000
1574,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,-,N0080497,-/CIKAREO,Dalam Proses Sertifikasi,BOJONG DATAR,CIKAREO,CILELES,LEBAK,BANTEN,JAWA,KELAPA SAWIT,"1.610,31","1.610,31",,,,,,,,,,,,,1,BELUM BERSERTIFIKAT,-,-,,,,,6,17/09/2026,BELUM BERSERTIFIKAT,BELUM BERSERTIFIKAT,5,https://drive.google.com/file/d/1oPdNTDgYSFXw0YqbEZ98gWOYaaor_XTB/view?usp=drive_link,TUNTAS,-
1575,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,1 / Citumenggung,N0080498,1 / Citumenggung/CITUMENGGUNG,HGU,BOJONG DATAR,CITUMENGGUNG,BOJONG,PANDEGLANG,BANTEN,JAWA,KELAPA SAWIT,"161,16","161,16",,,,,,,,,,,,,1,HGU,13/12/1985,31/12/2000,,,,,6,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/1auvBJs6GgDvBBICxvgMih-j0Cr3o7Ox2/view?usp=drive_link,TUNTAS,2000
1576,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,4 / Langensari,N0080499,4 / Langensari/LANGENSARI,HGU,BOJONG DATAR,LANGENSARI,SAKETI,PANDEGLANG,BANTEN,JAWA,KELAPA SAWIT,"1.254,03","1.254,03",,,,,,,,,,,,,1,HGU,15/08/2003,31/12/2026,,,,,6,17/09/2026,BERLAKU,<2 TAHUN,1,https://drive.google.com/file/d/1kwAuxxWWWUEC-SNZIca5xTo2da_ZNV5q/view?usp=drive_link,TUNTAS,2026
1577,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,1 / Pasirmae,N0080500,1 / Pasirmae/PASIR MAE,HGU,BOJONG DATAR,PASIR MAE,CIPECANG,PANDEGLANG,BANTEN,JAWA,KELAPA SAWIT,"39,47","39,47",,,,,,,,,,,,,1,HGU,15/12/1985,31/12/2000,,,,,6,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/1AphzHHJOfXyWFwgsS0dXi99s6OOKQRMr/view?usp=drive_link,TUNTAS,2000
1578,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,2 / Pasirmae,N0080501,2 / Pasirmae/PASIR MAE,HGU,BOJONG DATAR,PASIR MAE,CIPECANG,PANDEGLANG,BANTEN,JAWA,KELAPA SAWIT,"21,51","21,51",,,,,,,,,,,,,1,HGU,13/12/1985,31/12/2000,,,,,6,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/1lOrrW2OA3HoM5he_3DJo8k3a6bb2HTfG/view?usp=drive_link,TUNTAS,2000
1579,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,3 / -,N0080502,3 / -/PASIR MAE,HGU,BOJONG DATAR,PASIR MAE,CIPECANG,PANDEGLANG,BANTEN,JAWA,KELAPA SAWIT,"70,58","70,58",,,,,,,,,,,,,1,HGU,13/12/1985,31/12/2000,,,,,6,17/09/2026,BERAKHIR,BERAKHIR,1,https://drive.google.com/file/d/1CX1MX__j0HrOsXWuC8lC5eChZeJKXv4D/view?usp=drive_link,TUNTAS,2000
1580,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,1 / Jayamanik,N0080503,1 / Jayamanik/JAYAMANIK,HGU,CISALAK BARU,JAYAMANIK,CIMARGA,LEBAK,BANTEN,JAWA,KELAPA SAWIT,"2.410,00","2.410,00",,,,,,,,,,,,,1,HGU,14/08/2001,31/12/2026,187.006.739.203,,,,6,17/09/2026,BERLAKU,<2 TAHUN,1,,TUNTAS,2026
1581,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,17 / Leuwidamar,N0080504,17 / Leuwidamar/LEUWIDAMAR,HGU,CISALAK BARU,LEUWIDAMAR,LEUWIDAMAR,LEBAK,BANTEN,JAWA,KELAPA SAWIT,"517,82","517,82",,,,,,,,,,,,,1,HGU,28/01/1983,28/01/2007,,,,,6,17/09/2026,BERAKHIR,BERAKHIR,1,,TUNTAS,2007
1582,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,1 / Pasirtanjung,N0080505,1 / Pasirtanjung/PASIRTANJUNG,HGU,CISALAK BARU,PASIRTANJUNG,RANGKASBITUNG,LEBAK,BANTEN,JAWA,KELAPA SAWIT,"501,41","501,41",,,,,,,,,,,,,1,HGU,20/07/1982,24/09/2005,,,,,6,17/09/2026,BERAKHIR,BERAKHIR,1,,TUNTAS,2005
1583,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,8 / Rangkasbitung,N0080506,8 / Rangkasbitung/RANGKASBITUNG,HGU,CISALAK BARU,RANGKASBITUNG,RANGKASBITUNG,LEBAK,BANTEN,JAWA,KELAPA SAWIT,"718,23","718,23",,,,,,,,,,,,,1,HGU,01/03/1982,24/09/2005,,,,,6,17/09/2026,BERAKHIR,BERAKHIR,1,,TUNTAS,2005
1584,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,1 / Rangkasbitung,N0080507,1 / Rangkasbitung/RANGKASBITUNG TIMUR,HGU,CISALAK BARU,RANGKASBITUNG TIMUR,RANGKASBITUNG,LEBAK,BANTEN,JAWA,KELAPA SAWIT,"1.175,64","1.175,64",,,,,,,,,,,,,1,HGU,14/11/1988,31/12/2001,,,,,6,17/09/2026,BERAKHIR,BERAKHIR,1,,TUNTAS,2001
1585,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,178/Argapura,N0080508,178/Argapura/ARGAPURA,HGU,CIKASUNGKA,ARGAPURA,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"9,81","9,81",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,138.973.570.502,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1586,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,179/Argapura,N0080509,179/Argapura/ARGAPURA,HGU,CIKASUNGKA,ARGAPURA,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"121,81","121,81",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1587,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,180/Argapura,N0080510,180/Argapura/ARGAPURA,HGU,CIKASUNGKA,ARGAPURA,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"22,14","22,14",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1588,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,181/Argapura,N0080511,181/Argapura/ARGAPURA,HGU,CIKASUNGKA,ARGAPURA,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"39,39","39,39",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1589,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,254/Argapura,N0080512,254/Argapura/ARGAPURA,HGU,CIKASUNGKA,ARGAPURA,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"41,04","41,04",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1590,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,255/Argapura,N0080513,255/Argapura/ARGAPURA,HGU,CIKASUNGKA,ARGAPURA,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"23,44","23,44",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1591,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,256/Argapura,N0080514,256/Argapura/ARGAPURA,HGU,CIKASUNGKA,ARGAPURA,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"0,31","0,31",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1592,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,257/Argapura,N0080515,257/Argapura/ARGAPURA,HGU,CIKASUNGKA,ARGAPURA,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"0,35","0,35",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1593,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,258/Argapura,N0080516,258/Argapura/ARGAPURA,HGU,CIKASUNGKA,ARGAPURA,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"119,94","119,94",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1594,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,172/Bangunjaya,N0080517,172/Bangunjaya/BANGUNJAYA,HGU,CIKASUNGKA,BANGUNJAYA,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"34,83","34,83",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1595,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,173/Bangunjaya,N0080518,173/Bangunjaya/BANGUNJAYA,HGU,CIKASUNGKA,BANGUNJAYA,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"127,90","127,90",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1596,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,174/Bangunjaya,N0080519,174/Bangunjaya/BANGUNJAYA,HGU,CIKASUNGKA,BANGUNJAYA,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"2,62","2,62",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1597,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,175/Bangunjaya,N0080520,175/Bangunjaya/BANGUNJAYA,HGU,CIKASUNGKA,BANGUNJAYA,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"6,99","6,99",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1598,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,176/Bangunjaya,N0080521,176/Bangunjaya/BANGUNJAYA,HGU,CIKASUNGKA,BANGUNJAYA,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"0,30","0,30",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1599,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,177/Bangunjaya,N0080522,177/Bangunjaya/BANGUNJAYA,HGU,CIKASUNGKA,BANGUNJAYA,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"5,90","5,90",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1600,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,188/Bantarjaya,N0080523,188/Bantarjaya/BANTARJAYA,HGU,CIKASUNGKA,BANTARJAYA,RANCABUNGUR,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"2,23","2,23",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1601,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,189/Bantarjaya,N0080524,189/Bantarjaya/BANTARJAYA,HGU,CIKASUNGKA,BANTARJAYA,RANCABUNGUR,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"17,87","17,87",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1602,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,190/Bantarjaya,N0080525,190/Bantarjaya/BANTARJAYA,HGU,CIKASUNGKA,BANTARJAYA,RANCABUNGUR,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"1,29","1,29",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1603,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,187/Bantarsari,N0080526,187/Bantarsari/BANTARSARI,HGU,CIKASUNGKA,BANTARSARI,RANCABUNGUR,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"4,74","4,74",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1604,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,159/Banyuasih,N0080527,159/Banyuasih/BANYU ASIH,HGU,CIKASUNGKA,BANYU ASIH,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"45,42","45,42",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1605,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,160/Banyuasih,N0080528,160/Banyuasih/BANYU ASIH,HGU,CIKASUNGKA,BANYU ASIH,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"12,64","12,64",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1606,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,349/Banyuasih,N0080529,349/Banyuasih/BANYU ASIH,HGU,CIKASUNGKA,BANYU ASIH,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"0,41","0,41",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1607,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,238/Banyuresmi,N0080530,238/Banyuresmi/BANYURESMI,HGU,CIKASUNGKA,BANYURESMI,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"10,23","10,23",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1608,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,239/Banyuresmi,N0080531,239/Banyuresmi/BANYURESMI,HGU,CIKASUNGKA,BANYURESMI,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"1,65","1,65",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1609,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,240/Banyuresmi,N0080532,240/Banyuresmi/BANYURESMI,HGU,CIKASUNGKA,BANYURESMI,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"0,90","0,90",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1610,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,241/Banyuresmi,N0080533,241/Banyuresmi/BANYURESMI,HGU,CIKASUNGKA,BANYURESMI,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"1,33","1,33",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1611,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,242/Banyuresmi,N0080534,242/Banyuresmi/BANYURESMI,HGU,CIKASUNGKA,BANYURESMI,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"1,94","1,94",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1612,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,243/Banyuresmi,N0080535,243/Banyuresmi/BANYURESMI,HGU,CIKASUNGKA,BANYURESMI,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"0,03","0,03",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1613,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,244/Banyuresmi,N0080536,244/Banyuresmi/BANYURESMI,HGU,CIKASUNGKA,BANYURESMI,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"4,63","4,63",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1614,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,245/Banyuresmi,N0080537,245/Banyuresmi/BANYURESMI,HGU,CIKASUNGKA,BANYURESMI,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"24,43","24,43",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1615,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,227/Banyuwangi,N0080538,227/Banyuwangi/BANYUWANGI,HGU,CIKASUNGKA,BANYUWANGI,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"8,45","8,45",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1616,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,228/Banyuwangi,N0080539,228/Banyuwangi/BANYUWANGI,HGU,CIKASUNGKA,BANYUWANGI,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"2,46","2,46",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1617,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,229/Banyuwangi,N0080540,229/Banyuwangi/BANYUWANGI,HGU,CIKASUNGKA,BANYUWANGI,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"1,93","1,93",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1618,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,230/Banyuwangi,N0080541,230/Banyuwangi/BANYUWANGI,HGU,CIKASUNGKA,BANYUWANGI,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"0,80","0,80",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
1619,BPHTB,PTPN I,REGIONAL 2,PTPN VIII,231/Banyuwangi,N0080542,231/Banyuwangi/BANYUWANGI,HGU,CIKASUNGKA,BANYUWANGI,CIGUDEG,BOGOR,JAWA BARAT,JAWA,KELAPA SAWIT,"4,72","4,72",,,,,,,,,,,,,1,HGU,24/04/2024,24/04/2059,,,,,8,17/09/2026,BERLAKU,>5 TAHUN,1,,TUNTAS,2059
